timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
17019973,2,-1,0,6,0,0,1,0,0,0,0,0,0,0
30982730,2,1,2,6,0,0,1,0,0,0,0,0,0,0
37253831,2,2,3,6,0,0,1,0,0,0,0,0,0,0
41517929,2,3,4,6,0,0,1,0,0,0,0,0,0,0
45800367,2,4,5,6,0,0,1,0,0,0,0,0,0,0
59489901,2,5,5,6,0,0,1,0,1,0,0,0,0,0
60890064,3,-1,0,6,0,0,1,0,0,0,0,0,0,0
