timestamp,id
16986408,6
16986497,8
16989408,3
16990407,2
16991210,0
16992667,4
16993408,5
16999336,1
17000408,2
17001210,0
17001408,6
17004408,3
17007656,4
17008408,5
17010407,2
17011210,0
17011497,8
17014299,1
17016408,6
17019408,3
17020407,2
17021210,0
17022656,4
17023408,5
17027444,7
17029297,1
17030407,2
17031210,0
17031408,6
17034408,3
17036497,8
17037658,4
17038408,5
17040410,2
17041210,0
17044297,1
17046408,6
17049421,3
17050407,2
17051211,0
17052658,4
17053408,5
17059297,1
17060407,2
17061210,0
17061408,6
17061497,8
17064408,3
17067666,4
17068408,5
17070418,2
17071210,0
17074297,1
17076408,6
17077445,7
17079408,3
17080407,2
17081210,0
17082663,4
17083408,5
17086497,8
17089297,1
17090407,2
17091210,0
17091408,6
17094408,3
17097658,4
17098408,5
17100407,2
17101210,0
17104297,1
17106408,6
17109409,3
17110407,2
17111210,0
17111501,8
17112658,4
17113408,5
17119297,1
17120407,2
17121210,0
17121408,6
17124408,3
17127445,7
17127656,4
17128408,5
17130407,2
17131210,0
17134297,1
17136408,6
17136497,8
17139419,3
17140407,2
17141210,0
17142658,4
17143408,5
17149302,1
17150407,2
17151222,0
17151408,6
17154408,3
17157660,4
17158408,5
17160407,2
17161210,0
17161497,8
17164297,1
17166408,6
17169408,3
17170407,2
17171210,0
17172658,4
17173425,5
17177444,7
17179297,1
17180407,2
17181210,0
17181434,6
17184408,3
17186497,8
17187666,4
17188408,5
17190407,2
17191210,0
17194297,1
17196408,6
17199408,3
17200407,2
17201210,0
17202668,4
17203408,5
17209299,1
17210407,2
17211215,0
17211408,6
17211509,8
17214408,3
17217666,4
17218408,5
17220407,2
17221219,0
17224297,1
17226411,6
17227445,7
17229408,3
17230407,2
17231210,0
17232656,4
17233408,5
17236497,8
17239297,1
17240407,2
17241224,0
17241408,6
17244408,3
17247656,4
17248408,5
17250407,2
17251210,0
17254323,1
17256408,6
17259408,3
17260407,2
17261210,0
17261497,8
17262662,4
17263408,5
17269297,1
17270439,2
17271210,0
17271408,6
17274408,3
17277444,7
17277656,4
17278408,5
17280407,2
17281210,0
17284297,1
17286408,6
17286497,8
17289408,3
17290407,2
17291210,0
17292658,4
17293408,5
17299297,1
17300407,2
17301210,0
17301408,6
17304408,3
17307677,4
17308408,5
17310407,2
17311211,0
17311497,8
17314297,1
17316408,6
17319417,3
17320407,2
17321210,0
17322656,4
17323408,5
17327444,7
17329297,1
17330407,2
17331210,0
17331408,6
17334408,3
17336497,8
17337666,4
17338408,5
17340407,2
17341210,0
17344297,1
17346408,6
17349408,3
17350407,2
17351210,0
17352672,4
17353408,5
17359302,1
17360410,2
17361210,0
17361408,6
17361514,8
17364410,3
17367674,4
17368408,5
17370407,2
17371212,0
17374297,1
17376409,6
17377444,7
17379408,3
17380407,2
17381210,0
17382671,4
17383408,5
17386497,8
17389297,1
17390407,2
17391210,0
17391411,6
17394408,3
17397656,4
17398408,5
17400407,2
17401210,0
17404297,1
17406408,6
17409409,3
17410407,2
17411210,0
17411497,8
17412658,4
17413408,5
17419297,1
17420407,2
17421210,0
17421408,6
17424408,3
17427445,7
17427656,4
17428408,5
17430407,2
17431212,0
17434297,1
17436408,6
17436497,8
17439408,3
17440407,2
17441210,0
17442656,4
17443408,5
17449297,1
17450407,2
17451210,0
17451421,6
17454408,3
17457656,4
17458408,5
17460407,2
17461210,0
17461498,8
17464297,1
17466408,6
17469408,3
17470407,2
17471210,0
17472664,4
17473408,5
17477448,7
17479297,1
17480420,2
17481210,0
17481408,6
17484408,3
17486497,8
17487664,4
17488410,5
17490407,2
17491214,0
17494297,1
17496410,6
17499410,3
17500407,2
17501210,0
17502659,4
17503408,5
17509299,1
17510407,2
17511210,0
17511417,6
17511497,8
17514408,3
17517656,4
17518408,5
17520407,2
17521210,0
17524302,1
17526408,6
17527444,7
17529409,3
17530407,2
17531211,0
17532674,4
17533408,5
17536497,8
17539297,1
17540407,2
17541210,0
17541408,6
17544408,3
17547656,4
17548408,5
17550407,2
17551210,0
17554297,1
17556408,6
17559408,3
17560407,2
17561210,0
17561497,8
17562656,4
17563408,5
17569297,1
17570407,2
17571210,0
17571408,6
17574408,3
17577444,7
17577656,4
17578408,5
17580407,2
17581210,0
17584302,1
17586408,6
17586497,8
17589410,3
17590407,2
17591210,0
17592658,4
17593409,5
17599297,1
17600407,2
17601210,0
17601408,6
17604413,3
17607656,4
17608408,5
17610407,2
17611210,0
17611497,8
17614297,1
17616410,6
17619408,3
17620407,2
17621210,0
17622663,4
17623408,5
17627444,7
17629334,1
17630407,2
17631210,0
17631408,6
17634408,3
17636502,8
17637656,4
17638408,5
17640407,2
17641212,0
17644294,1
17646408,6
17649409,3
17650407,2
17651210,0
17652656,4
17653408,5
17659294,1
17660417,2
17661210,0
17661408,6
17661497,8
17664418,3
17667656,4
17668408,5
17670407,2
17671210,0
17674294,1
17676415,6
17677445,7
17679408,3
17680419,2
17681210,0
17682656,4
17683408,5
17686497,8
17689294,1
17690407,2
17691210,0
17691412,6
17694408,3
17697656,4
17698408,5
17700419,2
17701214,0
17704294,1
17706408,6
17709408,3
17710407,2
17711210,0
17711497,8
17712656,4
17713408,5
17719294,1
17720409,2
17721210,0
17721408,6
17724420,3
17727444,7
17727668,4
17728433,5
17730407,2
17731210,0
17734294,1
17736409,6
17736497,8
17739408,3
17740419,2
17741210,0
17742656,4
17743408,5
17749295,1
17750407,2
17751217,0
17751408,6
17754408,3
17757656,4
17758408,5
17760427,2
17761210,0
17761497,8
17764294,1
17766408,6
17769408,3
17770407,2
17771210,0
17772656,4
17773408,5
17777444,7
17779294,1
17780407,2
17781210,0
17781408,6
17784408,3
17786497,8
17787656,4
17788408,5
17790407,2
17791210,0
17794294,1
17796408,6
17799408,3
17800407,2
17801221,0
17802656,4
