timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
16990215,2,-1,0,3,0,0,1,0,0,0,0,0,0,0
24855377,2,-1,0,3,0,0,1,0,0,0,0,0,0,0
24862019,2,0,1,3,0,0,1,0,0,0,0,0,0,0
28221407,2,1,2,3,0,0,1,0,0,0,0,0,0,0
31792053,2,2,2,3,0,0,1,0,0,0,0,0,0,0
38632763,2,2,2,3,0,0,1,0,1,0,0,0,0,0
39472344,3,-1,0,3,0,0,1,0,0,0,0,0,0,0
