timestamp,id
16946486,6
16947021,7
16947127,1
16947205,0
16948656,4
16948682,3
16948692,5
16948966,2
16950423,8
16950486,6
16951023,7
16951129,1
16951206,0
16952656,4
16952682,3
16952692,5
16952964,2
16954422,8
16954506,6
16955040,7
16955124,1
16955213,0
16956657,4
16956668,3
16956678,5
16956968,2
16958422,8
16958485,6
16959021,7
16959124,1
16959213,0
16960665,4
16960691,3
16960701,5
16960975,2
16962422,8
16962506,6
16963033,7
16963124,1
16963213,0
16964656,4
16964678,3
16964688,5
16964964,2
16966422,8
16966501,6
16967036,7
16967124,1
16967213,0
16968656,4
16968678,3
16968688,5
16968964,2
16970422,8
16970499,6
16971036,7
16971124,1
16971213,0
16972656,4
16972667,3
16972677,5
16972964,2
16974422,8
16974499,6
16975036,7
16975124,1
16975213,0
16976656,4
16976680,3
16976690,5
16976964,2
16978422,8
16978499,6
16979036,7
16979124,1
16979213,0
16980656,4
16980678,3
16980688,5
16980964,2
16982422,8
16982499,6
16983036,7
16983124,1
16983213,0
16984660,4
16984684,3
16984694,5
16984964,2
16986422,8
16986499,6
16987036,7
16987124,1
16987213,0
16988664,4
16988686,3
16988696,5
16988964,2
16990422,8
16990499,6
16991036,7
16991124,1
16991213,0
16992656,4
16992678,3
16992688,5
16992964,2
16994422,8
16994501,6
16995038,7
16995125,1
16995213,0
16996656,4
16996680,3
16996690,5
16996964,2
16998422,8
16998499,6
16999036,7
16999124,1
16999213,0
17000656,4
17000680,3
17000690,5
17000966,2
17002423,8
17002506,6
17003039,7
17003124,1
17003213,0
17004656,4
17004678,3
17004688,5
17004964,2
17006422,8
17006499,6
17007036,7
17007124,1
17007213,0
17008656,4
17008680,3
17008690,5
17008964,2
17010422,8
17010508,6
17011036,7
17011124,1
17011213,0
17012656,4
17012678,3
17012688,5
17012964,2
17014422,8
17014501,6
17015038,7
17015124,1
17015216,0
17016656,4
17016678,3
17016688,5
17016964,2
17018422,8
17018501,6
17019038,7
17019125,1
17019213,0
17020671,4
17020693,3
17020703,5
17020964,2
17022422,8
17022522,6
17023036,7
17023124,1
17023213,0
17024656,4
17024678,3
17024688,5
17024964,2
17026422,8
17026522,6
17027036,7
17027124,1
17027213,0
17028656,4
17028678,3
17028688,5
17028964,2
17030422,8
17030524,6
17031038,7
17031125,1
17031213,0
17032656,4
17032678,3
17032688,5
17032964,2
17034422,8
17034517,6
17035036,7
17035124,1
17035213,0
17036658,4
17036682,3
17036692,5
17036964,2
17038422,8
17038526,6
17039036,7
17039124,1
17039213,0
17040656,4
17040678,3
17040688,5
17040964,2
17042422,8
17042524,6
17043038,7
17043125,1
17043213,0
17044656,4
17044678,3
17044689,5
17044964,2
17046422,8
17046517,6
17047036,7
17047124,1
17047213,0
17048656,4
17048678,3
17048688,5
17048964,2
17050422,8
17050517,6
17051036,7
17051124,1
17051213,0
17052656,4
17052680,3
17052690,5
17052964,2
17054422,8
17054525,6
17055039,7
17055124,1
17055213,0
17056660,4
17056684,3
17056694,5
17122422,8
17122533,6
17123039,7
17123124,1
17123213,0
17124656,4
17124680,3
17124690,5
17124964,2
17126422,8
17126522,6
17127036,7
17127124,1
17127213,0
17128656,4
17128680,3
17128690,5
17128964,2
17130422,8
17130517,6
17131036,7
17131124,1
17131213,0
17132656,4
17132681,3
17132691,5
17132971,2
17134422,8
17134522,6
17135038,7
17135124,1
17135213,0
17136656,4
17136680,3
17136690,5
17136965,2
17138422,8
17138524,6
17139038,7
17139125,1
17139213,0
17140657,4
17140679,3
17140689,5
17140964,2
17142422,8
17142524,6
17143036,7
17143124,1
17143213,0
17144656,4
17144678,3
17144688,5
17144964,2
17146422,8
17146530,6
17147037,7
17147124,1
17147213,0
17148673,4
17148697,3
17148707,5
17148978,2
17150422,8
17150517,6
17151036,7
17151124,1
17151213,0
17152656,4
17152678,3
17152688,5
17152964,2
17154423,8
17154526,6
17155038,7
17155125,1
17155214,0
17156661,4
17156685,3
17156704,5
17156964,2
17158422,8
17158517,6
17159036,7
17159124,1
17159213,0
17160656,4
17160678,3
17160688,5
17160964,2
17162432,8
17162534,6
17163038,7
17163125,1
17163213,0
17164656,4
17164681,3
17164691,5
17164964,2
17166422,8
17166517,6
17167036,7
17167124,1
17167213,0
17168656,4
17168680,3
17168690,5
17168964,2
17170422,8
17170517,6
17171036,7
17171124,1
17171213,0
17172656,4
17172680,3
17172690,5
17172964,2
17174422,8
17174530,6
17175039,7
17175124,1
17175213,0
17176656,4
17176678,3
17176688,5
17176965,2
17178422,8
17178517,6
17179036,7
17179124,1
17179213,0
17180671,4
17180693,3
17180703,5
17180964,2
17182422,8
17182517,6
17183036,7
17183124,1
17183213,0
17184656,4
17184666,3
17184677,5
17184964,2
17186422,8
17186530,6
17187040,7
17187124,1
17187213,0
17188656,4
17188680,3
17188690,5
17188964,2
17190422,8
17190517,6
17191036,7
17191124,1
17191213,0
17192657,4
17192681,3
17192691,5
17192964,2
17194422,8
17194524,6
17195001,7
17195144,1
17195230,0
17196656,4
17196678,3
17196688,5
17196964,2
17198422,8
17198524,6
17199036,7
17199124,1
17199213,0
17200656,4
17200680,3
17200690,5
17200964,2
17202422,8
17202519,6
17203036,7
17203124,1
17203213,0
17204656,4
17204678,3
17204688,5
17204964,2
17206422,8
17206522,6
17207038,7
17207124,1
17207213,0
17208656,4
17208678,3
17208688,5
17208964,2
17210422,8
17210522,6
17211038,7
17211124,1
17211213,0
17212656,4
17212678,3
17212688,5
17212987,2
17214423,8
17214531,6
17215038,7
17215125,1
17215213,0
17216656,4
17216680,3
17216690,5
17216964,2
17218439,8
17218539,6
17218994,7
17219124,1
17219210,0
17220656,4
17220678,3
17220688,5
17220964,2
17222422,8
17222507,6
17223023,7
17223124,1
17223213,0
17224663,4
17224685,3
17224695,5
17224964,2
17226422,8
17226522,6
17227038,7
17227124,1
17227213,0
17228656,4
17228678,3
17228688,5
17228964,2
17230422,8
17230524,6
17231038,7
17231125,1
17231213,0
17232656,4
17232678,3
17232688,5
17232964,2
17234422,8
17234517,6
17235036,7
17235124,1
17235213,0
17236665,4
17236690,3
17236700,5
17236964,2
17238435,8
17238535,6
17238993,7
17239124,1
17239210,0
17240656,4
17240678,3
17240688,5
17240975,2
17242422,8
17242530,6
17243038,7
17243125,1
17243213,0
17244664,4
17244689,3
17244699,5
17244964,2
17246422,8
17246517,6
17247036,7
17247124,1
17247213,0
17248656,4
17248678,3
17248688,5
17248964,2
17250422,8
17250522,6
17251038,7
17251124,1
17251213,0
17252656,4
17252678,3
17252688,5
17252964,2
17254444,8
17254477,6
17254993,7
17255127,1
17255213,0
17256656,4
17256680,3
17256690,5
17256964,2
17399036,7
17399124,1
17399213,0
17400656,4
17400680,3
17400690,5
17400964,2
17402422,8
17402524,6
17403038,7
17403125,1
17403213,0
17404656,4
17404681,3
17404691,5
17404964,2
17406422,8
17406536,6
17407038,7
17407124,1
17407213,0
17408656,4
17408678,3
17408688,5
17408964,2
17410422,8
17410522,6
17410994,7
17411124,1
17411211,0
17412656,4
17412678,3
17412688,5
17412964,2
17414422,8
17414524,6
17415038,7
17415125,1
17415213,0
17416656,4
17416680,3
17416690,5
17416964,2
17418422,8
17418517,6
17419036,7
17419124,1
17419213,0
17420656,4
17420680,3
17420690,5
17420964,2
17422422,8
17422517,6
17423036,7
17423124,1
17423213,0
17424664,4
17424688,3
17424698,5
17424965,2
17426422,8
17426507,6
17427023,7
17427124,1
17427213,0
17428656,4
17428678,3
17428688,5
17428964,2
17430422,8
17430526,6
17431036,7
17431124,1
17431217,0
17432656,4
17432678,3
17432688,5
17432967,2
17434422,8
17434530,6
17435040,7
17435124,1
17435213,0
17436656,4
17436680,3
17436690,5
17436964,2
17438423,8
17438527,6
17439039,7
17439124,1
17439213,0
17440658,4
17440680,3
17440690,5
17440964,2
17442424,8
17442526,6
17443038,7
17443124,1
17443215,0
17444656,4
17444680,3
17444690,5
17444974,2
17446422,8
17446517,6
17447036,7
17447124,1
17447213,0
17448656,4
17448680,3
17448690,5
17448964,2
17450422,8
17450532,6
17451039,7
17451124,1
17451213,0
17452656,4
17452678,3
17452688,5
17452964,2
17454422,8
17454527,6
17455038,7
17455124,1
17455213,0
17456656,4
17456678,3
17456688,5
17456964,2
17458422,8
17458523,6
17459038,7
17459124,1
17459213,0
17460656,4
17460678,3
17460688,5
17460964,2
17462422,8
17462525,6
17463039,7
17463124,1
17463213,0
17464657,4
17464682,3
17464692,5
17464964,2
17466422,8
17466517,6
17467036,7
17467124,1
17467213,0
17468657,4
17468681,3
17468691,5
17468964,2
17470422,8
17470524,6
17471038,7
17471125,1
17471213,0
17472656,4
17472678,3
17472688,5
17472964,2
17474422,8
17474522,6
17475041,7
17475124,1
17475213,0
17476656,4
17476680,3
17476690,5
17476964,2
17478422,8
17478540,6
17479040,7
17479124,1
17479213,0
17480656,4
17480678,3
17480688,5
17480964,2
17482422,8
17482522,6
17483038,7
17483124,1
17483213,0
17484656,4
17484681,3
17484691,5
17484980,2
17486423,8
17486524,6
17487038,7
17487124,1
17487216,0
17488656,4
17488678,3
17488688,5
17488964,2
17490422,8
17490524,6
17491038,7
17491124,1
17491217,0
17492656,4
17492678,3
17492688,5
17492964,2
17494422,8
17494524,6
17495036,7
17495124,1
17495213,0
17496656,4
17496680,3
17496690,5
17496964,2
17498422,8
17498528,6
17499038,7
17499125,1
17499218,0
17500656,4
17500678,3
17500688,5
17500964,2
17502422,8
17502522,6
17503000,7
17503131,1
17503217,0
17504656,4
17504681,3
17504691,5
17504970,2
17506422,8
17506517,6
17507036,7
17507124,1
17507213,0
17508656,4
17508680,3
17508690,5
17508964,2
17510422,8
17510524,6
17511027,7
17511124,1
17511213,0
17512656,4
17512678,3
17512688,5
17512964,2
17514422,8
17514524,6
