timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
16937890,2,-1,0,3,0,0,1,0,0,0,0,0,0,0
25576027,2,0,1,3,0,0,1,0,0,0,0,0,0,0
33766991,2,2,2,3,0,0,1,0,0,0,0,0,0,0
40110933,2,2,2,3,0,0,1,0,1,0,0,0,0,0
40611758,3,-1,0,3,0,0,1,0,0,0,0,0,0,0
