timestamp,id
17065466,7
17068408,1
17068784,8
17069407,2
17071210,0
17072655,3
17072675,6
17076409,5
17077409,4
17077486,7
17080395,1
17080786,8
17081408,2
17083211,0
17084657,3
17084681,6
17088411,5
17089409,4
17089487,7
17092395,1
17092805,8
17093407,2
17095210,0
17096656,3
17096676,6
17100409,5
17101409,4
17101485,7
17104395,1
17104805,8
17105414,2
17107210,0
17108655,3
17108675,6
17112409,5
17113409,4
17113494,7
17116395,1
17116806,8
17117407,2
17119211,0
17120655,3
17120675,6
17124409,5
17125409,4
17125485,7
17128395,1
17128797,8
17129429,2
17131210,0
17132656,3
17132679,6
17136409,5
17137409,4
17137519,7
17140395,1
17140798,8
17141407,2
17143210,0
17144655,3
17144675,6
17148409,5
17149409,4
17149485,7
17152395,1
17152804,8
17153414,2
17155210,0
17156655,3
17156675,6
17160409,5
17161409,4
17161483,7
17164395,1
17164797,8
17165407,2
17167210,0
17168655,3
17168675,6
17172409,5
17173409,4
17173485,7
17176395,1
17176804,8
17177407,2
17179210,0
17180655,3
17180675,6
17184409,5
17185409,4
17185485,7
17188395,1
17188797,8
17189407,2
17191213,0
17192656,3
17192679,6
17196409,5
17197409,4
17197486,7
17200395,1
17200797,8
17201407,2
17203210,0
17204658,3
17204678,6
17208409,5
17209409,4
17209497,7
17212395,1
17212808,8
17213407,2
17215210,0
17216657,3
17216677,6
17220409,5
17221409,4
17221485,7
17224395,1
17224793,8
17225416,2
17227217,0
17228655,3
17228675,6
17232409,5
17233409,4
17233485,7
17236395,1
17236803,8
17237407,2
17239210,0
17240655,3
17240675,6
17244409,5
17245409,4
17245483,7
17248395,1
17248798,8
17249425,2
17251210,0
17252656,3
17252677,6
17256409,5
17257409,4
17257485,7
17260395,1
17260797,8
17261407,2
17263210,0
17264655,3
17264675,6
17268409,5
17269409,4
17269483,7
17272395,1
17272804,8
17273407,2
17275210,0
17276655,3
17276675,6
17280409,5
17281409,4
17281485,7
17284395,1
17284798,8
17285407,2
17287222,0
17288655,3
17288675,6
17292409,5
17293409,4
17293485,7
17296395,1
17296798,8
17297419,2
17299210,0
17300655,3
17300675,6
17304409,5
17305409,4
17305483,7
17308395,1
17308804,8
17309407,2
17311210,0
17312656,3
17312666,6
17316409,5
17317409,4
17317485,7
17320395,1
17320797,8
17321428,2
17323211,0
17324655,3
17324675,6
17328409,5
17329409,4
17329483,7
17332395,1
17332797,8
17333407,2
17335210,0
17336655,3
17336675,6
17340409,5
17341409,4
17341501,7
17344395,1
17344798,8
17345429,2
17347210,0
17348655,3
17348675,6
17352409,5
17353409,4
17353485,7
17356395,1
17356805,8
17357407,2
17359210,0
17360655,3
17360675,6
17364409,5
17365409,4
17365485,7
17368395,1
17368797,8
17369429,2
17371210,0
17372655,3
17372675,6
17376409,5
17377409,4
17377485,7
17380395,1
17380802,8
17381414,2
17383210,0
17384656,3
17384677,6
17388409,5
17389409,4
