t,y
1793542.857142857,135061.0
1793542.857142857,135061.0
1793542.857142857,135583.0
1793542.857142857,135583.0
1793542.857142857,135651.0
1793542.857142857,135651.0
1833318.2857142857,138683.0
1833318.2857142857,138683.0
1833318.2857142857,138743.0
1833318.2857142857,138743.0
1833318.2857142857,139264.0
1833318.2857142857,139264.0
1864842.857142857,142403.0
1864842.857142857,142403.0
1864842.857142857,142916.0
1864842.857142857,142916.0
1864842.857142857,142985.0
1864842.857142857,142985.0
1893032.5714285714,145997.0
1893032.5714285714,145997.0
1893032.5714285714,146057.0
1893032.5714285714,146057.0
1893032.5714285714,146602.0
1893032.5714285714,146602.0
1922032.5714285714,149544.0
1922032.5714285714,149544.0
1922032.5714285714,150233.0
1922032.5714285714,150233.0
1942457.142857143,153205.0
1942457.142857143,153205.0
1942457.142857143,153914.0
1942457.142857143,153914.0
1962028.5714285714,156856.0
1962028.5714285714,156856.0
1962028.5714285714,157550.0
1962028.5714285714,157550.0
1994304.0,161351.0
1994304.0,161351.0
1994304.0,161903.0
1994304.0,161903.0
2002320.2857142857,164865.0
2002320.2857142857,164865.0
2002320.2857142857,165611.0
2002320.2857142857,165611.0
2022871.4285714286,168612.0
2022871.4285714286,168612.0
2022871.4285714286,169135.0
2022871.4285714286,169135.0
2042189.7142857143,172088.0
2042189.7142857143,172088.0
2042189.7142857143,172166.0
2042189.7142857143,172166.0
2042189.7142857143,172692.0
2042189.7142857143,172692.0
2042189.7142857143,173402.0
2042189.7142857143,173402.0
2081763.142857143,176325.0
2081763.142857143,176325.0
2081763.142857143,176848.0
2081763.142857143,176848.0
2081763.142857143,177371.0
2081763.142857143,177371.0
2113357.1428571427,180406.0
2113357.1428571427,180406.0
2113357.1428571427,180485.0
2113357.1428571427,180485.0
2113357.1428571427,181008.0
2113357.1428571427,181008.0
2113357.1428571427,181538.0
2113357.1428571427,181538.0
2153257.1428571427,184566.0
2153257.1428571427,184566.0
2153257.1428571427,184627.0
2153257.1428571427,184627.0
2153257.1428571427,185337.0
2153257.1428571427,185337.0
2153257.1428571427,185397.0
2153257.1428571427,185397.0
2192442.8571428573,188368.0
2192442.8571428573,188368.0
2192442.8571428573,188883.0
2192442.8571428573,188883.0
2212300.0,191844.0
2212300.0,191844.0
2212300.0,191914.0
2212300.0,191914.0
2212300.0,192429.0
2212300.0,192429.0
2212300.0,193093.0
2212300.0,193093.0
2217489.714285714,193617.0
2217489.714285714,193617.0
2220906.0,193680.0
2220906.0,193680.0
2273800.0,196746.0
2273800.0,196746.0
2273800.0,197271.0
2273800.0,197271.0
2291714.285714286,200191.0
2291714.285714286,200191.0
2291714.285714286,200715.0
2291714.285714286,200715.0
2314642.8571428573,203840.0
2314642.8571428573,203840.0
2322114.285714286,206788.0
2322114.285714286,206788.0
2322114.285714286,207312.0
2322114.285714286,207312.0
2342307.0,210273.0
2342307.0,210273.0
2353985.714285714,213352.0
2353985.714285714,213352.0
2353985.714285714,213420.0
2353985.714285714,213420.0
2353985.714285714,214881.0
2353985.714285714,214881.0
2353985.714285714,214941.0
2353985.714285714,214941.0
2358342.8571428573,215525.0
2358342.8571428573,215525.0
2402000.0,218465.0
2402000.0,218465.0
2402000.0,219009.0
2402000.0,219009.0
2402000.0,219077.0
2402000.0,219077.0
2431861.1428571427,222007.0
2431861.1428571427,222007.0
2431861.1428571427,222069.0
2431861.1428571427,222069.0
2431861.1428571427,222591.0
2431861.1428571427,222591.0
2431861.1428571427,222663.0
2431861.1428571427,222663.0
2439814.285714286,223350.0
2439814.285714286,223350.0
2482385.714285714,226317.0
2482385.714285714,226317.0
2482385.714285714,226841.0
2482385.714285714,226841.0
2482385.714285714,227356.0
2482385.714285714,227356.0
2512142.8571428573,230306.0
2512142.8571428573,230306.0
2512142.8571428573,230368.0
2512142.8571428573,230368.0
2512142.8571428573,231042.0
2512142.8571428573,231042.0
2542257.1428571427,234000.0
2542257.1428571427,234000.0
2542257.1428571427,234528.0
2542257.1428571427,234528.0
2542257.1428571427,234587.0
2542257.1428571427,234587.0
2572189.714285714,237540.0
2572189.714285714,237540.0
2572189.714285714,237612.0
2572189.714285714,237612.0
2572189.714285714,238275.0
2572189.714285714,238275.0
2603446.8571428573,241316.0
2603446.8571428573,241316.0
2611600.0,244228.0
2611600.0,244228.0
2611600.0,244288.0
2611600.0,244288.0
2611600.0,244814.0
2611600.0,244814.0
2611600.0,244876.0
2611600.0,244876.0
2617685.714285714,245414.0
2617685.714285714,245414.0
2620842.8571428573,245473.0
2620842.8571428573,245473.0
2672104.0,248420.0
2672104.0,248420.0
2672104.0,249079.0
2672104.0,249079.0
2692114.285714286,252027.0
2692114.285714286,252027.0
2692114.285714286,252099.0
2692114.285714286,252099.0
2692114.285714286,252631.0
2692114.285714286,252631.0
2692114.285714286,252699.0
2692114.285714286,252699.0
2731932.5714285714,255634.0
2731932.5714285714,255634.0
2731932.5714285714,256294.0
2731932.5714285714,256294.0
2755328.5714285714,259467.0
2755328.5714285714,259467.0
2755328.5714285714,259531.0
2755328.5714285714,259531.0
2755328.5714285714,260079.0
2755328.5714285714,260079.0
2755328.5714285714,260139.0
2755328.5714285714,260139.0
2757546.8571428573,260667.0
2757546.8571428573,260667.0
2804100.0,263754.0
2804100.0,263754.0
2823042.8571428573,267467.0
2823042.8571428573,267467.0
2823042.8571428573,268043.0
2823042.8571428573,268043.0
2834185.714285714,271136.0
2834185.714285714,271136.0
2834185.714285714,271196.0
2834185.714285714,271196.0
2834185.714285714,271724.0
2834185.714285714,271724.0
2862000.0,274664.0
2862000.0,274664.0
2862000.0,274732.0
2862000.0,274732.0
2862000.0,275260.0
2862000.0,275260.0
2894400.0,278368.0
2894400.0,278368.0
2894400.0,278887.0
2894400.0,278887.0
2912100.0,281834.0
2912100.0,281834.0
2912100.0,281894.0
2912100.0,281894.0
2932175.4285714286,284846.0
2932175.4285714286,284846.0
2932175.4285714286,285525.0
2932175.4285714286,285525.0
2932175.4285714286,286043.0
2932175.4285714286,286043.0
2932175.4285714286,286111.0
2932175.4285714286,286111.0
2937546.8571428573,286639.0
2937546.8571428573,286639.0
2940885.714285714,286701.0
2940885.714285714,286701.0
2992228.5714285714,289657.0
2992228.5714285714,289657.0
3002075.4285714286,292602.0
3002075.4285714286,292602.0
3002075.4285714286,293306.0
3002075.4285714286,293306.0
3002075.4285714286,293366.0
3002075.4285714286,293366.0
3031489.714285714,296270.0
3031489.714285714,296270.0
3031489.714285714,296330.0
3031489.714285714,296330.0
3031489.714285714,296856.0
3031489.714285714,296856.0
3031489.714285714,297408.0
3031489.714285714,297408.0
3071871.4285714286,300339.0
3071871.4285714286,300339.0
3071871.4285714286,300407.0
3071871.4285714286,300407.0
3071871.4285714286,301088.0
3071871.4285714286,301088.0
3071871.4285714286,301148.0
3071871.4285714286,301148.0
3077657.1428571427,301684.0
3077657.1428571427,301684.0
3122018.285714286,304625.0
3122018.285714286,304625.0
3122018.285714286,305176.0
3122018.285714286,305176.0
3122018.285714286,305236.0
3122018.285714286,305236.0
3155657.1428571427,308432.0
3155657.1428571427,308432.0
3155657.1428571427,308491.0
3155657.1428571427,308491.0
3172218.285714286,311446.0
3172218.285714286,311446.0
3172218.285714286,311970.0
3172218.285714286,311970.0
3191757.1428571427,314893.0
3191757.1428571427,314893.0
3191757.1428571427,314972.0
3191757.1428571427,314972.0
3191757.1428571427,316462.0
3191757.1428571427,316462.0
3191757.1428571427,316522.0
3191757.1428571427,316522.0
3198042.8571428573,317085.0
3198042.8571428573,317085.0
3243242.8571428573,320112.0
3243242.8571428573,320112.0
3243242.8571428573,320636.0
3243242.8571428573,320636.0
3243242.8571428573,320704.0
3243242.8571428573,320704.0
3274632.5714285714,323828.0
3274632.5714285714,323828.0
3274632.5714285714,323888.0
3274632.5714285714,323888.0
3292304.0,326849.0
3292304.0,326849.0
3292304.0,327372.0
3292304.0,327372.0
3292304.0,327898.0
3292304.0,327898.0
3292304.0,327977.0
3292304.0,327977.0
3334432.5714285714,331087.0
3334432.5714285714,331087.0
3334432.5714285714,331147.0
3334432.5714285714,331147.0
3334432.5714285714,331680.0
3334432.5714285714,331680.0
3362785.714285714,334675.0
3362785.714285714,334675.0
3362785.714285714,335188.0
3362785.714285714,335188.0
3382461.1428571427,338160.0
3382461.1428571427,338160.0
3382461.1428571427,338692.0
3382461.1428571427,338692.0
3382461.1428571427,338752.0
3382461.1428571427,338752.0
3415628.5714285714,341946.0
3415628.5714285714,341946.0
3415628.5714285714,342007.0
3415628.5714285714,342007.0
3415628.5714285714,342519.0
3415628.5714285714,342519.0
3442471.4285714286,345492.0
3442471.4285714286,345492.0
3442471.4285714286,346015.0
3442471.4285714286,346015.0
3442471.4285714286,346074.0
3442471.4285714286,346074.0
3474475.4285714286,349187.0
3474475.4285714286,349187.0
3474475.4285714286,349248.0
3474475.4285714286,349248.0
3474475.4285714286,349769.0
3474475.4285714286,349769.0
3502242.8571428573,352726.0
3502242.8571428573,352726.0
3502242.8571428573,353271.0
3502242.8571428573,353271.0
3502242.8571428573,353331.0
3502242.8571428573,353331.0
3534475.4285714286,356444.0
3534475.4285714286,356444.0
3534475.4285714286,356506.0
3534475.4285714286,356506.0
3534475.4285714286,357165.0
3534475.4285714286,357165.0
3534475.4285714286,357224.0
3534475.4285714286,357224.0
3537618.285714286,357757.0
3537618.285714286,357757.0
3581848.8571428573,360686.0
3581848.8571428573,360686.0
3594600.0,363808.0
3594600.0,363808.0
3594600.0,365114.0
3594600.0,365114.0
3594600.0,365675.0
3594600.0,365675.0
3594600.0,365744.0
3594600.0,365744.0
3632246.8571428573,368701.0
3632246.8571428573,368701.0
3644185.714285714,371794.0
3644185.714285714,371794.0
3644185.714285714,372326.0
3644185.714285714,372326.0
3662463.1428571427,375298.0
3662463.1428571427,375298.0
3662463.1428571427,375810.0
3662463.1428571427,375810.0
3662463.1428571427,375878.0
3662463.1428571427,375878.0
3691871.4285714286,378809.0
3691871.4285714286,378809.0
3691871.4285714286,378869.0
3691871.4285714286,378869.0
3714446.8571428573,381980.0
3714446.8571428573,381980.0
3714446.8571428573,382516.0
3714446.8571428573,382516.0
3714446.8571428573,383049.0
3714446.8571428573,383049.0
3714446.8571428573,383569.0
3714446.8571428573,383569.0
3751857.1428571427,386499.0
3751857.1428571427,386499.0
3751857.1428571427,387178.0
3751857.1428571427,387178.0
3773357.1428571427,390213.0
3773357.1428571427,390213.0
3773357.1428571427,390744.0
3773357.1428571427,390744.0
3773357.1428571427,391256.0
3773357.1428571427,391256.0
3773357.1428571427,391324.0
3773357.1428571427,391324.0
3812204.0,394278.0
3812204.0,394278.0
3812204.0,394791.0
3812204.0,394791.0
3834314.285714286,397893.0
3834314.285714286,397893.0
3834314.285714286,397954.0
3834314.285714286,397954.0
3834314.285714286,398484.0
3834314.285714286,398484.0
3862371.4285714286,401450.0
3862371.4285714286,401450.0
3862371.4285714286,401511.0
3862371.4285714286,401511.0
3862371.4285714286,402023.0
3862371.4285714286,402023.0
3862371.4285714286,402543.0
3862371.4285714286,402543.0
3904967.1428571427,405690.0
3904967.1428571427,405690.0
3904967.1428571427,406218.0
3904967.1428571427,406218.0
3904967.1428571427,406741.0
3904967.1428571427,406741.0
3931818.285714286,409668.0
3931818.285714286,409668.0
3931818.285714286,409728.0
3931818.285714286,409728.0
3931818.285714286,410385.0
3931818.285714286,410385.0
3931818.285714286,410450.0
3931818.285714286,410450.0
3973748.8571428573,413512.0
3973748.8571428573,413512.0
3973748.8571428573,414033.0
3973748.8571428573,414033.0
4002514.285714286,417709.0
4002514.285714286,417709.0
4002514.285714286,417769.0
4002514.285714286,417769.0
4002514.285714286,418342.0
4002514.285714286,418342.0
4002514.285714286,418404.0
4002514.285714286,418404.0
4031546.8571428573,421312.0
4031546.8571428573,421312.0
4031546.8571428573,421984.0
4031546.8571428573,421984.0
4051963.1428571427,424921.0
4051963.1428571427,424921.0
4051963.1428571427,424980.0
4051963.1428571427,424980.0
4051963.1428571427,425500.0
4051963.1428571427,425500.0
4051963.1428571427,426023.0
4051963.1428571427,426023.0
4051963.1428571427,426083.0
4051963.1428571427,426083.0
4102304.0,429044.0
4102304.0,429044.0
4102304.0,429603.0
4102304.0,429603.0
4124000.0,432683.0
4124000.0,432683.0
4124000.0,433204.0
4124000.0,433204.0
4124000.0,433740.0
4124000.0,433740.0
4151542.8571428573,436648.0
4151542.8571428573,436648.0
4151542.8571428573,436726.0
4151542.8571428573,436726.0
4173646.8571428573,439781.0
4173646.8571428573,439781.0
4173646.8571428573,439841.0
4173646.8571428573,439841.0
4173646.8571428573,440361.0
4173646.8571428573,440361.0
4173646.8571428573,440882.0
4173646.8571428573,440882.0
4212500.0,443857.0
4212500.0,443857.0
4212500.0,443925.0
4212500.0,443925.0
4212500.0,444455.0
4212500.0,444455.0
4212500.0,444515.0
4212500.0,444515.0
4253832.571428572,447583.0
4253832.571428572,447583.0
4253832.571428572,448128.0
4253832.571428572,448128.0
4271057.142857143,451002.0
4271057.142857143,451002.0
4271057.142857143,451080.0
4271057.142857143,451080.0
4271057.142857143,451607.0
4271057.142857143,451607.0
4271057.142857143,451667.0
4271057.142857143,451667.0
4277628.571428572,452201.0
4277628.571428572,452201.0
4324121.285714285,455289.0
4324121.285714285,455289.0
4324121.285714285,455802.0
4324121.285714285,455802.0
4324121.285714285,455870.0
4324121.285714285,455870.0
4353942.857142857,458946.0
4353942.857142857,458946.0
4353942.857142857,459005.0
4353942.857142857,459005.0
4353942.857142857,459526.0
4353942.857142857,459526.0
4385461.142857143,462708.0
4385461.142857143,462708.0
4385461.142857143,463221.0
4385461.142857143,463221.0
4385461.142857143,463299.0
4385461.142857143,463299.0
4422318.285714285,466961.0
4422318.285714285,466961.0
4422318.285714285,467021.0
4422318.285714285,467021.0
4422318.285714285,467581.0
4422318.285714285,467581.0
4422318.285714285,467643.0
4422318.285714285,467643.0
4454371.428571428,470749.0
4454371.428571428,470749.0
4454371.428571428,471279.0
4454371.428571428,471279.0
4471534.571428572,474186.0
4471534.571428572,474186.0
4471534.571428572,474246.0
4471534.571428572,474246.0
4471534.571428572,474767.0
4471534.571428572,474767.0
4471534.571428572,474829.0
4471534.571428572,474829.0
4513518.285714285,477875.0
4513518.285714285,477875.0
4513518.285714285,478406.0
4513518.285714285,478406.0
4531404.0,481304.0
4531404.0,481304.0
4531404.0,481364.0
4531404.0,481364.0
4531404.0,481885.0
4531404.0,481885.0
4531404.0,481946.0
4531404.0,481946.0
4573971.428571428,485024.0
4573971.428571428,485024.0
4573971.428571428,485551.0
4573971.428571428,485551.0
4591571.428571428,488461.0
4591571.428571428,488461.0
4591571.428571428,488521.0
4591571.428571428,488521.0
4614061.142857143,491605.0
4614061.142857143,491605.0
4614061.142857143,492143.0
4614061.142857143,492143.0
4614061.142857143,492660.0
4614061.142857143,492660.0
4642591.714285715,495641.0
4642591.714285715,495641.0
4653720.285714285,498701.0
4653720.285714285,498701.0
4653720.285714285,498760.0
4653720.285714285,498760.0
4653720.285714285,499295.0
4653720.285714285,499295.0
4653720.285714285,499816.0
4653720.285714285,499816.0
4692142.857142857,502766.0
4692142.857142857,502766.0
4692142.857142857,502835.0
4692142.857142857,502835.0
4714957.142857143,505982.0
4714957.142857143,505982.0
4714957.142857143,506042.0
4714957.142857143,506042.0
4714957.142857143,506562.0
4714957.142857143,506562.0
4714957.142857143,507110.0
4714957.142857143,507110.0
4753357.142857143,510145.0
4753357.142857143,510145.0
4753357.142857143,510213.0
4753357.142857143,510213.0
4753357.142857143,510735.0
4753357.142857143,510735.0
4753357.142857143,510795.0
4753357.142857143,510795.0
4791814.285714285,513722.0
4791814.285714285,513722.0
4791814.285714285,515181.0
4791814.285714285,515181.0
4791814.285714285,515745.0
4791814.285714285,515745.0
4791814.285714285,515813.0
4791814.285714285,515813.0
4831532.571428572,518720.0
4831532.571428572,518720.0
4831532.571428572,518780.0
4831532.571428572,518780.0
4831532.571428572,519301.0
4831532.571428572,519301.0
4862457.142857143,522273.0
4862457.142857143,522273.0
4862457.142857143,522941.0
4862457.142857143,522941.0
4882200.0,525895.0
4882200.0,525895.0
4882200.0,525957.0
4882200.0,525957.0
4882200.0,526470.0
4882200.0,526470.0
4912100.0,529417.0
4912100.0,529417.0
4912100.0,530079.0
4912100.0,530079.0
4931642.857142857,532994.0
4931642.857142857,532994.0
4931642.857142857,533520.0
4931642.857142857,533520.0
4951542.857142857,536428.0
4951542.857142857,536428.0
4951542.857142857,537094.0
4951542.857142857,537094.0
4971700.0,540013.0
4971700.0,540013.0
4971700.0,540075.0
4971700.0,540075.0
4971700.0,540595.0
4971700.0,540595.0
4971700.0,540665.0
4971700.0,540665.0
5011742.857142857,543587.0
5011742.857142857,543587.0
5011742.857142857,544099.0
5011742.857142857,544099.0
5034857.142857143,547239.0
5034857.142857143,547239.0
5034857.142857143,547299.0
5034857.142857143,547299.0
5034857.142857143,547827.0
5034857.142857143,547827.0
5034857.142857143,547886.0
5034857.142857143,547886.0
5071332.571428572,550779.0
5071332.571428572,550779.0
5071332.571428572,551292.0
5071332.571428572,551292.0
5071332.571428572,551811.0
5071332.571428572,551811.0
5071332.571428572,551871.0
5071332.571428572,551871.0
5111532.571428572,554778.0
5111532.571428572,554778.0
5111532.571428572,554848.0
5111532.571428572,554848.0
5111532.571428572,555371.0
5111532.571428572,555371.0
5111532.571428572,556022.0
5111532.571428572,556022.0
5153914.285714285,559096.0
5153914.285714285,559096.0
5153914.285714285,559156.0
5153914.285714285,559156.0
5171328.571428572,562049.0
5171328.571428572,562049.0
5171328.571428572,562109.0
5171328.571428572,562109.0
5171328.571428572,562662.0
5171328.571428572,562662.0
5171328.571428572,563184.0
5171328.571428572,563184.0
5224714.285714285,567014.0
5224714.285714285,567014.0
5224714.285714285,567096.0
5224714.285714285,567096.0
5231971.428571428,570034.0
5231971.428571428,570034.0
5231971.428571428,570094.0
5231971.428571428,570094.0
5231971.428571428,570623.0
5231971.428571428,570623.0
5231971.428571428,571287.0
5231971.428571428,571287.0
5231971.428571428,571366.0
5231971.428571428,571366.0
5282132.571428572,574315.0
5282132.571428572,574315.0
5291285.714285715,577205.0
5291285.714285715,577205.0
5291285.714285715,577724.0
5291285.714285715,577724.0
5291285.714285715,578257.0
5291285.714285715,578257.0
5291285.714285715,578317.0
5291285.714285715,578317.0
5333942.857142857,581393.0
5333942.857142857,581393.0
5333942.857142857,581465.0
5333942.857142857,581465.0
5352536.571428572,584442.0
5352536.571428572,584442.0
5352536.571428572,584974.0
5352536.571428572,584974.0
5371532.571428572,587881.0
5371532.571428572,587881.0
5371532.571428572,588392.0
5371532.571428572,588392.0
5393957.142857143,591469.0
5393957.142857143,591469.0
5393957.142857143,591529.0
5393957.142857143,591529.0
5411989.714285715,594468.0
5411989.714285715,594468.0
5411989.714285715,594990.0
5411989.714285715,594990.0
5432600.0,597972.0
5432600.0,597972.0
5432600.0,598032.0
5432600.0,598032.0
5432600.0,598552.0
5432600.0,598552.0
5432600.0,598611.0
5432600.0,598611.0
5439471.428571428,599274.0
5439471.428571428,599274.0
5441132.571428572,599353.0
5441132.571428572,599353.0
5491761.142857143,602276.0
5491761.142857143,602276.0
