t,y
0.0,0.0
519.0,0.0
519.0,502.0
10788.0,502.0
10788.0,771.0
20080.0,771.0
20080.0,62.0
30729.0,62.0
30729.0,706.0
40529.0,706.0
40529.0,512.0
