timestamp,id
17034408,5
17034487,6
17035408,2
17037176,8
17037408,3
17037553,7
17039199,0
17040657,4
17041705,1
17042408,5
17042486,6
17043410,2
17045176,8
17045409,3
17045553,7
17047199,0
17048656,4
17049708,1
17050408,5
17050497,6
17051410,2
17053179,8
17053408,3
17053556,7
17055201,0
17056655,4
17057705,1
17058408,5
17058486,6
17059431,2
17061176,8
17061410,3
17061564,7
17063199,0
17064656,4
17065705,1
17066408,5
17066482,6
17067408,2
17069176,8
17069408,3
17069556,7
17071199,0
17072656,4
17073705,1
17074408,5
17074482,6
17075408,2
17077176,8
17077408,3
17077553,7
17079199,0
17080655,4
17081705,1
17082408,5
17082484,6
17083408,2
17085176,8
17085408,3
17085553,7
17087199,0
17088656,4
17089705,1
17090408,5
17090482,6
17091408,2
17093178,8
17093408,3
17093557,7
17095199,0
17096656,4
17097705,1
17098408,5
17098482,6
17099408,2
17101176,8
17101408,3
17101556,7
17103199,0
17104656,4
17105705,1
17106408,5
17106484,6
17107408,2
17109176,8
17109426,3
17109574,7
17111199,0
17112656,4
17113705,1
17114408,5
17114482,6
17115408,2
17117176,8
17117408,3
17117556,7
17119199,0
17120656,4
17121705,1
17122408,5
17122484,6
17123408,2
17125176,8
17125408,3
17125553,7
17127199,0
17128655,4
17129705,1
17130415,5
17130493,6
17131421,2
17133176,8
17133408,3
17133556,7
17135199,0
17136656,4
17137705,1
17138408,5
17138484,6
17139408,2
17141176,8
17141420,3
17141564,7
17143199,0
17144655,4
17145705,1
17146408,5
17146482,6
17147408,2
17149176,8
17149408,3
17149557,7
17151199,0
17152656,4
17153707,1
17154408,5
17154483,6
17155408,2
17157176,8
17157408,3
17157556,7
17159199,0
17160656,4
17161705,1
17162408,5
17162484,6
17163408,2
17165176,8
17165408,3
17165553,7
17167199,0
17168655,4
17169705,1
17170418,5
17170493,6
17171408,2
17173176,8
17173408,3
17173556,7
17175199,0
17176670,4
17177705,1
17178408,5
17178484,6
17179408,2
17181176,8
17181408,3
17181556,7
17183199,0
17184670,4
17185705,1
17186408,5
17186482,6
17187408,2
17189196,8
17189413,3
17189557,7
17191199,0
17192656,4
17193705,1
17194408,5
17194484,6
17195419,2
17197176,8
17197408,3
17197553,7
17199199,0
17200655,4
17201705,1
17202408,5
17202484,6
17203408,2
17205176,8
17205408,3
17205557,7
17207199,0
17208656,4
17209705,1
17210408,5
17210482,6
17211409,2
17213176,8
17213408,3
17213556,7
17215199,0
17216656,4
17217705,1
17218408,5
17218482,6
17219408,2
17221176,8
17221408,3
17221553,7
17223199,0
17224657,4
17225705,1
17226408,5
17226484,6
17227408,2
17229176,8
17229408,3
17229553,7
17231199,0
17232655,4
17233705,1
17234408,5
17234482,6
17235409,2
17237185,8
17237408,3
17237575,7
17239199,0
17240655,4
17241705,1
17242408,5
17242484,6
17243408,2
17245190,8
17245408,3
17245559,7
