timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
17204115,2,-1,0,3,0,0,1,0,0,0,0,0,0,0
25004706,2,-1,0,3,0,0,1,0,0,0,0,0,0,0
25224135,2,0,1,3,0,0,1,0,0,0,0,0,0,0
28864816,2,1,2,3,0,0,1,0,0,0,0,0,0,0
32441528,2,2,2,3,0,0,1,0,0,0,0,0,0,0
39256961,2,2,2,3,0,0,1,0,1,0,0,0,0,0
39432877,3,-1,0,3,0,0,1,0,0,0,0,0,0,0
