timestamp,xtime,event
17161466,120,86
17165465,471,82
17166216,227,80
17167671,85,84
17168469,25,85
17172572,102,87
17174314,48,81
17175467,461,82
17176216,207,80
17176468,119,86
17179469,37,83
17182671,85,84
17183470,25,85
17185467,658,82
17186225,200,80
17189319,60,81
17191461,120,86
17194469,44,83
17195467,72,82
17196214,215,80
17197671,85,84
17198470,25,85
17203838,330,88
17204314,48,81
17205463,476,82
17205950,44,88
17206218,211,80
17206465,289,86
17209465,36,83
17212677,85,84
17213466,26,85
17215463,453,82
17216219,86,80
17219316,52,81
17221436,178,86
17222572,136,87
17224432,36,83
17225434,17,82
17226229,343,80
17227671,90,84
17228443,26,85
17230517,222,72
17234315,49,81
17235441,506,82
17236218,202,80
17236467,182,86
17239443,38,83
17242672,93,84
17243440,28,85
17245434,777,34
17246224,166,80
17246400,73,82
17249327,53,81
17251431,185,86
17254432,35,83
17255430,65,82
17256229,261,80
17257683,99,84
17258432,25,85
17264314,48,81
17265434,679,82
17266218,198,80
17266464,177,86
17269437,35,83
17272570,72,39
17272655,89,84
17272755,51,87
17273437,24,85
17275430,590,82
17276218,231,80
17279314,48,81
17281436,166,86
17284432,34,83
17285434,445,82
17286218,206,80
17287671,89,84
17288432,25,85
17294314,48,81
17295438,700,82
17296233,252,80
17296496,184,86
17299432,34,83
17302671,89,84
17303432,25,85
17305435,475,82
17306218,174,80
17309319,60,81
17311431,166,86
17314432,35,83
17315430,444,82
17316223,235,80
17317674,90,84
17318296,66,88
17318448,25,85
17322570,104,87
17324314,48,81
17325434,679,82
17326218,217,80
17326472,176,86
17329437,36,83
17330520,45,88
17332671,89,84
17333437,24,85
17335430,674,82
17336218,224,80
17339314,48,81
17341436,166,86
17344440,35,83
17345434,445,82
17346218,211,80
17347674,90,84
17348432,25,85
17354314,48,81
17355430,779,34
17356222,224,80
17356457,652,82
17357118,222,86
17357352,54,88
17359432,34,83
17362671,89,84
17363432,25,85
17365434,445,82
17366223,156,80
17369319,60,81
17371431,167,86
17372570,103,87
17374432,34,83
17375430,62,82
17376229,262,80
17377674,89,84
17378432,25,85
17380517,45,88
17384314,48,81
17385434,690,82
17386219,199,80
17386464,177,86
17389436,36,83
17392672,93,84
17393438,25,85
17395430,456,82
17396217,237,80
17399314,48,81
17401436,166,86
17404432,35,83
17405434,775,34
17406222,204,80
17406438,61,82
17406508,43,88
17407671,89,84
17408432,25,85
17414314,48,81
17415430,473,82
17416218,233,80
17416488,185,86
17419432,34,83
17422570,72,39
17422654,90,84
17422755,48,87
17423432,25,85
17425434,445,82
17426218,189,80
17429319,47,81
17430520,44,88
17431433,167,86
17434439,36,83
17435430,661,82
17436218,227,80
17437686,90,84
17438450,31,85
17444314,48,81
17445434,474,82
17446218,214,80
17446469,176,86
17449436,36,83
17452687,89,84
17453437,24,85
17455438,478,82
17455927,43,88
17456218,223,80
17459314,48,81
17461436,166,86
17464440,35,83
17465436,661,82
17466218,209,80
17467674,91,84
17468432,26,85
17472570,104,87
17474314,49,81
17475430,609,82
17476225,224,80
17476486,186,86
17479432,36,83
17480517,46,88
17482671,89,84
17483443,25,85
17485436,444,82
17486218,157,80
17489319,60,81
17491431,167,86
17494442,35,83
17495430,62,82
17496229,264,80
17497677,89,84
17498434,43,85
17504314,48,81
17505434,702,82
17506147,76,40
17506238,197,80
17506445,19,40
17506476,176,86
17506664,33,72
17509436,36,83
17512671,89,84
17513437,24,85
17515430,444,82
17516218,234,80
17519314,48,81
17521436,166,86
17522570,105,87
17524440,35,83
17525434,675,82
17526218,207,80
17527674,87,84
17528432,25,85
17534314,48,81
17535430,461,82
17536222,245,80
17536477,174,86
17539432,35,83
17542671,100,84
17543249,212,40
17543474,26,85
17543511,169,72
17544146,51,88
17545434,590,82
17546218,185,80
17549319,60,81
17551445,177,86
17554432,35,83
17555430,690,82
17556131,51,88
17556221,239,80
17557639,90,84
17558432,27,85
17564314,48,81
17565434,473,82
17566221,217,80
17566475,175,86
17569436,34,83
17572570,72,39
17572655,86,84
17572753,47,87
17573437,24,85
17575430,454,82
17576218,227,80
17579314,48,81
17580517,45,88
17581436,165,86
17584443,35,83
17585434,661,82
17586218,210,80
17587674,87,84
17588432,25,85
17594314,48,81
17595440,472,82
17596218,225,80
17596480,175,86
17599432,35,83
17602671,87,84
17603432,25,85
17605434,605,82
17606050,43,88
17606218,157,80
17609321,65,81
17611431,165,86
17614432,35,83
17615430,62,82
17616229,264,80
17617688,90,84
17618442,25,85
17622570,102,87
17624314,48,81
17625434,689,82
17626219,199,80
17626464,175,86
17629436,36,83
17630517,45,88
17632671,86,84
17633436,25,85
17635430,444,82
17636218,238,80
17639314,48,81
17641436,165,86
17644432,35,83
17645436,669,82
17646218,205,80
17647671,87,84
17648432,25,85
17654314,48,81
17655438,493,82
17655942,43,88
17656220,244,80
17656475,173,86
17659432,35,83
17662672,91,84
17663440,28,85
17665434,599,82
17666218,185,80
17669319,48,81
17671431,166,86
17672570,103,87
17674432,35,83
17675430,669,82
17676218,230,80
17677674,87,84
17678432,25,85
17680519,44,88
17684314,48,81
17685434,481,82
17686222,214,80
17686474,174,86
17689436,35,83
17692672,90,84
17693439,25,85
17695440,495,82
17696218,230,80
17699314,48,81
17701436,177,86
17704432,39,83
17705434,699,82
17706144,52,88
17706238,228,80
17707682,87,84
17708432,25,85
17714315,47,81
17715438,492,82
17716218,229,80
17716484,189,86
17719432,36,83
17722570,72,39
17722654,91,84
17722756,58,87
17723440,26,85
17725434,617,82
17726220,190,80
17729330,84,81
17730527,49,88
17731431,168,86
17734432,36,83
17735430,142,82
17736229,268,80
17737674,88,84
17738432,24,85
17744314,48,81
17745434,775,34
17746222,200,80
17746431,663,82
17747104,174,86
17749436,35,83
17752671,87,84
17753436,25,85
17755430,477,82
17755918,208,72
17756223,229,80
17759314,48,81
17761436,165,86
17764432,35,83
17765434,670,82
17766218,203,80
17767671,87,84
17768432,25,85
17772570,103,87
17774318,47,81
17775463,478,82
17776218,183,80
17776464,175,86
17779475,35,83
17782671,84,84
17783430,23,85
17785424,602,82
17786214,226,80
17789329,79,81
17791473,172,86
17793042,63,88
17794474,34,83
17795424,666,82
17796223,235,80
17797687,88,84
17798427,26,85
17804314,45,81
17805424,492,82
17805925,40,88
17806214,226,80
17806469,320,86
17809474,34,83
17812673,85,84
17813475,23,85
17815428,461,82
17816214,224,80
17819314,61,81
17821427,160,86
17822570,106,87
17824430,34,83
17825430,668,82
17826214,210,80
17827679,86,84
17828474,23,85
17830516,41,88
17834314,45,81
17835464,478,82
17836216,233,80
17836480,166,86
17839474,35,83
17842671,85,84
17843474,23,85
17845424,596,82
17846214,178,80
17849336,76,81
17851473,166,86
17854474,34,83
17855424,680,82
17856112,50,88
17856215,236,80
17857673,86,84
17858474,23,85
17864314,45,81
17865424,479,82
17866214,198,80
17866463,166,86
17869427,35,83
17872570,72,39
17872653,89,84
17872751,43,87
17873427,22,85
17875428,682,82
17876214,248,80
17879314,45,81
17880516,41,88
17881474,166,86
17884474,35,83
17885425,479,82
17886214,200,80
17887671,99,84
17888474,36,85
17894314,45,81
17895428,481,82
17896214,232,80
17896475,165,86
17899473,35,83
17902671,85,84
17903474,23,85
17905424,785,34
17906220,182,80
17906412,73,82
17906491,41,88
17909314,45,81
17911473,166,86
17914474,35,83
17915441,450,82
17916214,237,80
17917673,86,84
17918474,23,85
17922570,102,87
17924315,53,81
17925428,524,82
17926214,206,80
17926464,166,86
17929477,48,83
17930516,41,88
17932671,85,84
17933430,54,85
17935423,667,82
17936222,229,80
17939314,45,81
17941482,192,86
17944473,34,83
17945429,515,82
17946214,206,80
17947672,86,84
17948474,23,85
17954314,45,81
17955424,71,82
17955524,42,88
17956222,254,80
17956485,166,86
17959473,36,83
17962671,28,84
17963430,14,85
17965423,507,82
17966214,176,80
17969314,45,81
17971473,166,86
17972570,101,87
17974474,32,83
17975423,786,34
17976220,237,80
17976465,41,82
17977673,86,84
17978474,23,85
17980516,41,88
17984314,45,81
17985423,524,82
17986214,200,80
17986463,166,86
17989473,36,83
17992671,85,84
17993430,23,85
17995423,667,82
17996221,246,80
17999314,45,81
18001431,212,86
18004473,36,83
18005424,538,82
18005971,214,72
18006215,198,80
18007671,86,84
18008474,23,85
18012861,47,88
18014314,45,81
18015428,460,82
18016214,231,80
18016475,166,86
18019474,35,83
18022570,71,39
18022652,85,84
18022746,45,87
18023433,22,85
18025423,714,82
18026229,159,80
18029314,45,81
18030515,42,88
18031473,166,86
18034432,34,83
18035423,60,82
18036222,246,80
18037671,85,84
18038474,23,85
18044315,44,81
18045431,536,82
18046219,212,80
18046463,171,86
18049473,36,83
18052671,85,84
18053430,22,85
18055424,609,82
18056041,40,88
18056214,224,80
18059314,45,81
18061426,171,86
18064430,35,83
18065424,736,82
18066214,211,80
18067687,89,84
18068432,22,85
18072570,101,87
18074322,45,81
18075424,80,82
18076222,254,80
18076485,166,86
18079432,34,83
18080516,41,88
18082671,28,84
18083430,14,85
18085423,451,82
18086214,176,80
18089314,45,81
18091473,166,86
18094473,35,83
18095423,667,82
18096223,237,80
18097673,108,84
18098437,26,85
18104314,45,81
18105424,492,82
18105924,41,88
18106221,196,80
18106461,166,86
18109473,36,83
18112671,89,84
18113430,26,85
18115423,597,82
18116214,231,80
18119314,45,81
18121473,166,86
18122571,101,87
18124474,35,83
18125428,667,82
18126239,213,80
18127671,86,84
18128474,23,85
18130516,43,88
18134314,109,81
18135428,151,82
18136223,279,80
18136511,187,86
18139430,35,83
18142673,29,84
18143430,14,85
18145429,475,82
18146214,157,80
18149314,45,81
18151473,166,86
18154430,33,83
18155424,59,82
18155515,41,88
18156222,249,80
18157673,85,84
18158473,24,85
18164314,45,81
18165424,467,82
18166214,212,80
18166463,166,86
18169430,35,83
18172570,71,39
18172652,86,84
18172746,48,87
18173474,23,85
18175428,781,34
18176219,192,80
18176419,610,82
18179326,44,81
18180516,41,88
18181426,164,86
18184475,36,83
18185423,60,82
18186222,247,80
18187671,85,84
18188474,23,85
18194314,45,81
18195424,614,82
18196214,174,80
18196422,158,86
18199427,34,83
18202672,89,84
18203474,24,85
18205424,500,82
18205932,40,88
18206214,230,80
18209314,45,81
18211500,192,86
18214474,34,83
18215428,712,82
18216227,218,80
18217673,95,84
18218474,23,85
18222570,101,87
18224315,44,81
18225424,488,82
18226214,224,80
18226467,166,86
18229474,35,83
18230516,230,72
18232671,85,84
18233474,27,85
18235423,737,82
18236214,208,80
18239314,45,81
18241473,166,86
18244473,36,83
18245429,450,82
18246214,232,80
18247671,86,84
18248474,23,85
18254314,45,81
18255428,490,82
18256243,187,80
18256464,166,86
18259474,35,83
18262671,85,84
18263430,22,85
18265423,60,82
18266222,259,80
18269314,45,81
18271473,18,86
18272571,130,87
18274473,38,83
18275428,781,34
18276220,199,80
18276427,56,82
18277673,84,84
18278474,24,85
18284314,47,81
18285423,460,82
18286214,256,80
18286479,168,86
18289430,35,83
18291015,63,88
18292675,132,84
18293474,23,85
18295428,678,82
18296214,178,80
18299314,45,81
18301432,186,86
18304430,33,83
18305424,68,82
18305520,42,88
18306222,246,80
18307675,85,84
18308474,23,85
18314314,45,81
18315424,459,82
18316214,157,80
18316463,166,86
18319474,35,83
18322570,71,39
18322652,85,84
18322746,45,87
18323433,22,85
18325424,60,82
18326222,247,80
18329314,94,81
18330515,42,88
18331473,17,86
18334432,34,83
18335423,786,34
18336220,190,80
18336419,49,82
18337677,93,84
18338474,23,85
18344314,45,81
18345428,77,82
18346222,254,80
18346485,166,86
18349427,46,83
18352671,28,84
18353427,14,85
18355424,463,82
18355895,52,88
18356214,210,80
18359314,45,81
18361473,199,86
18364430,37,83
18365424,127,82
18366222,198,80
18367673,85,84
18368474,23,85
18372570,101,87
18374314,45,81
18375424,676,82
18376221,248,80
18376478,165,86
18379473,36,83
18380516,41,88
18382671,85,84
18383430,22,85
18385424,464,82
18386218,213,80
18389314,45,81
18391473,166,86
18394473,36,83
18395423,459,82
18396214,226,80
18397662,86,84
18398429,25,85
18404314,45,81
18405425,701,82
18406135,49,88
18406214,206,80
18406461,166,86
18409427,49,83
18412671,85,84
18413428,24,85
18415423,451,82
18416214,232,80
18419314,45,81
18421458,179,86
18422576,102,87
18424473,35,83
18425428,781,34
18426220,182,80
18426410,101,82
18427671,86,84
18428474,36,85
18430516,41,88
18434315,44,81
18435424,459,82
18436214,262,80
18436485,165,86
18439473,49,83
18442671,85,84
18443443,23,85
18445423,752,82
18446215,198,80
18449314,92,81
18451473,166,86
18454474,35,83
18455430,474,82
18455912,41,88
18456214,231,80
18457690,85,84
18458474,23,85
18464314,45,81
18465424,785,34
18466220,204,80
18466432,110,82
18466549,175,86
18469460,52,83
18472570,71,39
18472652,86,84
18472747,45,87
18473430,55,85
18475423,677,82
18476214,231,80
18479314,46,81
18480516,42,88
18481455,180,86
18484473,36,83
18485432,476,82
18486214,191,80
18487671,86,84
18488474,23,85
18494314,45,81
18495428,676,82
18496222,241,80
18496472,165,86
18499474,35,83
18502671,85,84
18503474,23,85
18505434,499,82
18505941,215,72
18506214,212,80
18509314,45,81
18511431,157,86
18514474,35,83
18515423,462,82
18516214,226,80
18517673,86,84
18518474,23,85
18522570,104,87
18524315,44,81
18525460,753,34
18526224,200,80
18526433,158,82
18526598,174,86
18529462,49,83
18532671,85,84
18533444,39,85
18535423,68,82
18536222,251,80
18539314,45,81
18541439,19,86
18544432,34,83
18545438,771,34
18546220,184,80
18546413,513,82
18547673,83,84
18548474,23,85
18550346,80,72
18551084,174,88
18554314,45,81
18555430,689,82
18556128,50,88
18556214,251,80
18556474,165,86
18559474,35,83
18562671,85,84
18563430,22,85
18565424,459,82
18566214,200,80
18569320,59,81
18571473,170,86
18572570,107,87
18574473,40,83
18575424,461,82
18576221,250,80
18577690,89,84
18578432,22,85
18580516,41,88
18584314,45,81
18585438,717,82
18586220,202,80
18586463,165,86
18589434,37,83
18592671,85,84
18593443,37,85
18595423,450,82
18596214,233,80
18599314,45,81
18601473,188,86
18604473,35,83
18605440,620,82
18606068,41,88
18606214,157,80
18607671,87,84
18608474,24,85
18614314,47,81
18615428,63,82
18616222,258,80
18616489,166,86
18619473,37,83
18622570,71,39
18622652,28,84
18622689,201,87
18623474,18,85
18625424,686,82
18626214,212,80
18629314,47,81
18630516,100,88
18631446,179,86
18634430,34,83
18635423,442,82
18636214,224,80
18637673,86,84
18638428,27,85
18644314,46,81
18645445,484,82
18646220,219,80
18646469,166,86
18649475,35,83
18652671,85,84
18653475,23,85
18655430,689,82
18656127,82,40
18656220,224,80
18656453,33,88
18659314,46,81
18661474,166,86
18664430,35,83
18665424,441,82
18666214,174,80
18667673,85,84
18668474,23,85
18672570,103,87
18674315,45,81
18675424,785,34
18676220,255,80
18676483,64,82
18676555,175,86
18679474,35,83
18680516,98,88
18682672,89,84
18683473,24,85
18685449,485,82
18686217,201,80
18689314,46,81
18691473,166,86
18694474,35,83
18695423,658,82
18696214,236,80
18697673,89,84
18698474,23,85
18704314,46,81
18705424,462,82
18705895,100,88
18706214,178,80
18706426,158,86
18709456,48,83
18712674,86,84
18713454,37,85
